Project,Block,Module,Part,Issue,Design Element,Design Factor,评审主体,评审对象,审核项,审核项状态,评审项更新者,Phase,Reviewer,Status,Notes,Quantization Status
X:Pike,5.Camera,MIPI_CSI,,,,,1.Mainboard,4.Routing,对与对之间长度差小于1.4mm(56mil)，差分对内D+/D-长度差小于0.7mm(28mil)；走线总长度小于210mm(小于750 Mbps/lane)或小于200mm(小于1.0 Gbps/lane)或145mm(小于1.5 Gbps/lane)或175mm(小于2.1 Gbps/lane)。,适用,陈邦,EVB,常芳梅,Working,,
X:Pike,5.Camera,MIPI_CSI,,,,,1.Mainboard,4.Routing,保证大部分走在同层，保持等线宽线距，EMI靠近连接器，信号线从芯片扇出之后就要开始走差分，参考地平面不允许被切割以及掏空，不能走在晶振、时钟以及磁性材料上下,适用,陈邦,EVB,常芳梅,Working,,
X:Pike,5.Camera,MIPI_CSI,,,,,1.Mainboard,4.Routing,与CADcheck主板设计中MIPI阻抗控制要求、Camera HW team确认模组阻抗要求（较通用的是90R）。通过pcb工具确认阻抗规则设置满足要求。,适用,陈邦,EVB,常芳梅,Working,,
X:Pike,5.Camera,MIPI_CSI,,,,,1.Mainboard,4.Routing,检查MIPI参考回流GND以及Via是否与功率地耦合,适用,陈邦,EVB,常芳梅,Working,,
X:Pike,5.Camera,camera,,ESD,,,15.Camera Module,2.Stacking,"摄像头模组通过导电布/铜箔/导电泡棉良好接地接到金属支架或者主板上。
 ",适用,常芳梅,EVB,常芳梅,Working,,
X:Pike,5.Camera,Flash LED,Flash LED FPC,,,,7.FlashLED FPC/PCB,1.SCH,实物顺序匹配 pin顺序与主板or小板匹配,适用,常芳梅,EVB,常芳梅,Working,,
X:Pike,5.Camera,Flash LED,Flash LED FPC,,,,7.FlashLED FPC/PCB,2.Stacking,LED下方不能有高热电路，如有需要隔离，不能直接架在高热电路上方。推荐FPC直接贴在后壳上。,适用,常芳梅,EVB,常芳梅,Working,,
X:Pike,5.Camera,Flash LED,,,,,7.FlashLED FPC/PCB,4.Routing,Flash LED 在PCB板的散热面积要足够大，如果10层板厚度为1mm的板厚，散热总面积要大于50平方毫米，散热孔要大于30个；如果板层越薄，散热孔和散热面积要越大，最小要在80平方毫米左右，散热孔要大于30个,适用,常芳梅,EVB,常芳梅,Working,,
X:Pike,5.Camera,Flash LED,Flash LED FPC,,,,7.FlashLED FPC/PCB,4.Routing,Flash LED 出光孔要和结构核对，结构给出的图纸要给出焊盘信息。,适用,常芳梅,EVB,常芳梅,Working,,
X:Pike,5.Camera,Flash LED,Flash LED FPC,,,,7.FlashLED FPC/PCB,4.Routing,"Flash LED 在PCB板的散热面积要足够大，如果10层板厚度为0.68mm的板厚，LED灯放置面单层散热面积大于30，散热总面积要大于50平方毫米，散热孔要大于30个,；如果板层越薄，LED灯放置面单层散热面积要越大，铜厚尽量厚，散热孔和散热面积要越大，尽可能加大最小要在80平方毫米左右，散热孔要大于30个。",适用,常芳梅,EVB,常芳梅,Working,,
X:Pike,6.Display/Touch,Display,,ESD,,,1.Mainboard,1.SCH,"参考标准原理图,RST,ID,CABC接口串1K电阻（ESD)",适用,李果,EVB,廖哲霖,Working,,
X:Pike,6.Display/Touch,Display,MIPI_DSI,,,,1.Mainboard,1.SCH,EMI滤波器带宽大于3倍时钟频率,适用,常芳梅,EVB,廖哲霖,Working,,
X:Pike,6.Display/Touch,Display,,ESD,,,1.Mainboard,2.Stacking,LCD FPC弯折区域靠边侧在壳体缝隙处时，FPC要刷银浆或壳体本身有挡墙。,适用,李果,EVB,廖哲霖,Working,,
X:Pike,6.Display/Touch,Display,,ESD,,,1.Mainboard,2.Stacking,"是否有接地考虑，模组抗ESD检查(四个角落需要特别关注),该点需要拿到模组才能确认",适用,李果,EVB,廖哲霖,Working,,
X:Pike,6.Display/Touch,Display,,,PIN序核对,,1.Mainboard,2.Stacking,检查 PCB net 名称是否和LCD SPEC完全对应上（使用剪纸法确认PIN顺序正确性）,适用,常芳梅,EVB,廖哲霖,Working,,
X:Pike,6.Display/Touch,Display,POWER,,,,1.Mainboard,4.Routing,"OLED ELVSS ,ELVDD ,AVDD 输入电源滤波靠近PMIC摆放，输出电源滤波电容直接到主地。电源反馈信号，需要从输出电容拉到芯片pin，隔层GND屏蔽。 开关信号，需要兼容到1.5A peak电流，不要走太宽，线尽量短。输入端电源得检查到PMIC端",适用,常芳梅,EVB,廖哲霖,Working,,
X:Pike,6.Display/Touch,Display,POWER,,,,1.Mainboard,4.Routing,MID_ELVDD 滤波电源靠近PMIC摆放，滤波电容直接走到主地,适用,常芳梅,EVB,廖哲霖,Working,,
X:Pike,6.Display/Touch,Display,MIPI_DSI,,,,1.Mainboard,4.Routing,MIPI DSI 差分线需要上下左右包地，若空间不足，则上下隔层参考。Clock要做到GND shielding。,适用,常芳梅,EVB,廖哲霖,Working,,
X:Pike,6.Display/Touch,Display,MIPI_DSI,,,,1.Mainboard,4.Routing,MIPI DSI 差分对阻抗控制在85 ohm +/- 15 ohm，对内D+/D-间距不小于1W，对与对之间不小于1.5W，与外围其它信号(如GND)之间不小于2.5W。,适用,常芳梅,EVB,廖哲霖,Working,,
X:Pike,6.Display/Touch,Display,MIPI_DSI,,,,1.Mainboard,4.Routing,对与对之间长度差小于1.4mm(56mil)，差分对内D+/D-长度差小于0.7mm(28mil)；走线总长度小于100mm(小于1.0 Gbps/lane)或40mm(小于1.5 Gbps/lane)。,适用,常芳梅,EVB,廖哲霖,Working,,
X:Pike,6.Display/Touch,Display,MIPI_DSI,,,,1.Mainboard,4.Routing,保证大部分走在同层，保持等线宽线距，EMI靠近连接器，信号线从芯片扇出之后就要开始走差分，参考地平面不允许被切割以及掏空，不能走在晶振、时钟以及磁性材料上下,适用,常芳梅,EVB,廖哲霖,Working,,
X:Pike,6.Display/Touch,Display,MIPI_DSI,,,,1.Mainboard,4.Routing,检查MIPI参考回流GND以及Via是否与功率地耦合,适用,常芳梅,EVB,廖哲霖,Working,,
X:Pike,6.Display/Touch,Touch,,,,,1.Mainboard,4.Routing,TVS靠近连接器摆放，并置于信号干路上,适用,李果,EVB,廖哲霖,Working,,
X:Pike,6.Display/Touch,Touch,,,,,1.Mainboard,4.Routing,确认 PCB上CTPpin顺序与实物匹配,适用,常芳梅,EVB,廖哲霖,Working,,
X:Pike,6.Display/Touch,Touch,,,,,1.Mainboard,1.SCH,每个pin上都需要TVS防护,适用,李果,EVB,廖哲霖,Working,,
X:Pike,6.Display/Touch,Displayport,TX/RX,,,,1.Mainboard,4.Routing,USB_SS TX/RX差分线需要上下左右包地，若空间不足，则上下隔层参考,适用,常芳梅,EVB,常芳梅,Working,,
X:Pike,6.Display/Touch,Displayport,TX/RX,,,,1.Mainboard,4.Routing,保证大部分走在同层，保持等线宽线距，EMI靠近连接器，信号线从芯片扇出之后就要开始走差分，参考地平面不允许被切割以及掏空，不能走在晶振、时钟以及磁性材料上下,适用,常芳梅,EVB,常芳梅,Working,,
X:Pike,6.Display/Touch,Displayport,TX/RX,,,,1.Mainboard,4.Routing,"USB_SS TX/RX差分对内D+/D-长度差小于0.7mm(28mil)，TX对与RX对之间不小于4W（DP1.4），TX对与RX对之间不小于3W（DP1.2）,与外围其它信号(包括GND)之间不小于4W. USB_SS TX/RX差分对之前长度差小于10mm。
走线尽量少打孔和穿层。",适用,常芳梅,EVB,常芳梅,Working,,
X:Pike,6.Display/Touch,Display port,TX/RX,,,,1.Mainboard,4.Routing,检查TX/RX参考回流GND以及Via是否与功率地耦合,适用,常芳梅,EVB,常芳梅,Working,,
X:Pike,6.Display/Touch,Displayport,Aux,,,,1.Mainboard,4.Routing,DP_AUX_P/N差分对内线长度差小于7mm,适用,常芳梅,EVB,常芳梅,Working,,
X:Pike,7.Sensor,G-Sensor,,,,,1.Mainboard,1.SCH,电源的电压范围是否在spec规范中,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,G-Sensor,,,,,1.Mainboard,1.SCH,IIC地址是否冲突,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,G-Sensor,,,,,1.Mainboard,1.SCH,是否可做兼容设计,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,G-Sensor,,,,,1.Mainboard,1.SCH,G-sensor 二供信息检查,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,G-Sensor,,,,,1.Mainboard,1.SCH,Andriod 5.0 L 需要12bit以上 G-Sensor,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,G-Sensor,,,,,1.Mainboard,2.Stacking,"摆放位置及PCB检查,离同面或背面的产生应力的连接器 屏蔽盖和屏蔽轨迹 按键 螺丝孔等至少2MM",适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Gyro,,,,,1.Mainboard,1.SCH,原理图电源及IIC确认,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Gyro,,,,,1.Mainboard,2.Stacking,放置完毕后需要发给原厂Review,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Gyro,,,,,1.Mainboard,3.Placement,Sensor远离板机械应力，与PCB连接筋大于15MM   ,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Gyro,,,,,1.Mainboard,3.Placement,离同面或背面的产生应力的连接器 屏蔽盖和屏蔽轨迹 按键 螺丝孔等至少2MM,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Gyro,,,,,1.Mainboard,3.Placement,"远离振动源比如马达，风扇等,机械振动可能造成屏幕旋转等误动作",适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Gyro,,,,,1.Mainboard,4.Routing,sensorIC表层覆盖区域尽量不能有其他走线 不打孔 不铺铜，出线尽量对称。,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,P Senshor IR灯和ME IR开孔对齐(核对PIN1),适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,"触摸屏开窗设计
 1.红外和可见光透过率;
 2.开窗宽度>2mm，丝印开窗尺寸是否标准化
 3.CTP开窗处只留玻璃，不能有FPC或Film干涉
 4.白色P-sensor区域油墨过渡处理",适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,P&L,,,,,1.Mainboard,4.Routing,P-sensor摆件方向（接收孔和指示灯要错开）,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,P sensor布局优先考虑手机的右边(SPK出音孔对应的手机上方位置)，这样手握不容易遮挡,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,P-sensor周围背胶宽度>0.7mm,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,P-sensor固定方式，有卡扣设计、螺钉及后壳加筋固定,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,光学仿真入射角能否>30度,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,是否存在干涉,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,P-sensor IR LED 靠手机X轴中心方向摆放，并且IR LED 到手机X中心距离小于13mm,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,P&L,,,,,1.Mainboard,2.Stacking,P-sensor &ALS  如果有FPC设计，需确认FPC和主板Pin定义匹配,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,M-Sensor,,,,,1.Mainboard,4.Routing,M-sensor部分不能穿过高频线、大电流的线，如充电线，电源线等,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,M-Sensor,,,,,1.Mainboard,4.Routing,高功率充电场景，M sensor的SUB小板的回流需求要求FPC走线的两边GND线尽量宽,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,M-Sensor,,,,,1.Mainboard,1.SCH,新器件需要审核原理图的正确性,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,M-Sensor,,,,,1.Mainboard,2.Stacking,"M SENOSR远离带磁铁的CAMERA，比如TELE,WIDE,DEPTH,MAIN CAMERA.注意camera磁场分布",适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,M-Sensor,,,,,1.Mainboard,2.Stacking,堆叠的时候，需要让专家确认M-sensor的放置位置；需要远离磁场源；放置完毕后，让厂家协助帮忙仿真。,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,M-Sensor,,,,,1.Mainboard,2.Stacking,如果机器带皮套，需要考虑皮套上的磁铁对M-sensor的影响。需要评估M-sensor与Hall IC错开足够距离或者加磁阻片等方式,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,M-Sensor,,,,,1.Mainboard,2.Stacking,靠近M-sensor的钢板如果是不锈钢，必须使用H304微磁型号,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,M-Sensor,,,,,1.Mainboard,2.Stacking,靠近M-sensor的屏蔽盖，尽量使用洋白铜，不锈钢需要使用H304微磁型号。,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Cap-Sensor,,,,,1.Mainboard,4.Routing,"CAP sensor在FPC走线层的确认。如果FPC没有涂层接地，并且置于电池上方,并且背盖不含金属，则CAP SENSOR走线必须靠近电池侧以保证有ground隔离背盖",适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Cap-Sensor,,,,,1.Mainboard,2.Stacking,"Cap Sensor 尽量靠近感应Pad放置 -2017-2-15 ,Issue Found on George NA EVT2",适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Cap-Sensor,,,,,1.Mainboard,4.Routing,Cap Sensor 感应线需要3W包地，上下左右不能有变化信号的走线伴行。-2017-2-10，Issue Found on George NA EVT2,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Cap-Sensor,,,,,1.Mainboard,4.Routing,Cap Sensor的DET弹片要尽量远离WIFI 等各种发射天线，避免WIFI对Capsensor的干扰 -2017-5-3，issue found on George NA DVT2B,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Cap-Sensor,,,,,1.Mainboard,4.Routing,为避免芯片内部的ground干扰，在layout时，IC下面不要有大电流，强干扰信号，表层和第二层大面积接地保证GND干净；IC下方的地和临近层的地平面完整,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Cap-Sensor,,,,,1.Mainboard,4.Routing,走线包地，上下天线走线较长，或经历复杂温度场景，可增加使用ref channel,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Cap-Sensor,,,,,1.Mainboard,1.SCH,ANT的DC BLOCK电容相同值最好用同一颗，以保证电容温升趋势一致，有利于温升调试,适用,熊胜男,EVT,熊胜男,Working,,
X:Pike,7.Sensor,Cap-Sensor,,,,,1.Mainboard,1.SCH,Cap Sensor 检测线路在RF端的器件需要审核：确保天线检测pad 和 器件输入pin 是有效连通的（不能串接电容，不能对地并电感）。-2017-2-10，Issue Found on George NA EVT2,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Cap-Sensor,,,,,1.Mainboard,1.SCH,cap sensor各天线弹片数目确认，保证每根天线都有电容隔离+电感下地结构,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Cap-Sensor,,,,,1.Mainboard,1.SCH,Cap sensor Power supplier和I2C上拉要是同一路电源,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,指纹,,,,,1.Mainboard,4.Routing,部件和主板实物顺序匹配，必须找ME核对装配方式,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,指纹,,,,,1.Mainboard,1.SCH,电源选择和信号连接正确，并请coretech确认,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,指纹,,ESD,,,2.Sub-Board,4.Routing,ESD：信号需要预留TVS，并置于干路上,适用,李果,EVB,廖哲霖,Working,,
X:Pike,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,6.Others(ME/RF/ANT/KP/Factory),对于防水的机器，需要开气孔给气压计，开孔需要加上防水透气膜，开孔直径大于 1 mm，开孔位置尽量靠近sensor。,适用,熊胜男,EVT,熊胜男,Working,,
X:Pike,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,3.Placement,远离振动源比如马达，风扇等,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,3.Placement,远离温度变化大的器件，比如充电回路和CPU PMIC,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,3.Placement,远离热源，应力（按键、螺丝孔、PCB边沿），振源,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,3.Placement,远离温度变化大的器件，比如充电回路和CPU PMIC,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,4.Routing,考虑应力影响，sensor应该避开按键、螺丝孔等会给PCB板带来型变的位置；Sensor不能部分或全部被覆盖,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,4.Routing,考虑温度影响，sensor不应靠近发热点和温度快速变化的点。远离发光器件，避免光直射到气压计的孔内。,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Pressure-Sensor,,,,,1.Mainboard,4.Routing,sensorIC表层覆盖区域尽量不能有其他走线 不打孔 不铺铜，出线尽量对称。,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Hall,,,,,1.Mainboard,1.SCH,新器件需要审核原理图的正确性,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Hall,,,,,1.Mainboard,2.Stacking,"确定磁铁的型号以及磁铁到Hall IC的距离；
 用高斯计测量该磁铁在该距离下，Hall IC工作的可靠性",适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Flicker-sensor,,,,,1.Mainboard,3.Placement,如果有FPC或弹片连接设计，需确认FPC/弹片和主板Pin定义匹配,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Flicker-sensor,,,,,1.Mainboard,3.Placement,发光中心位置和ME开孔中心对齐,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Flicker-sensor,,,,,1.Mainboard,1.SCH,I2C和1.8V电源共用其他接到ADSP的sensor,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Flicker-sensor,,,,,1.Mainboard,2.Stacking,盖板上lnk开孔直径>= 2.2mm(开孔中心位于PD的中心),适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Flicker-sensor,,,,,1.Mainboard,2.Stacking,盖板油墨透过率550nm:7%(±3%)(仅作flicker sensor),适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Flicker-sensor,,,,,1.Mainboard,2.Stacking,"若带RGB测色温功能,则盖板油墨透过率需要满足如下需求，且同增同减。
450nm:4%(±2%)    550nm:7%(±3%)     650nm:11%(±4%)     
750nm:15%(±5%)   850nm:19%(±5%)  940nm:22%(±5%) ",适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Flicker-sensor,,,,,1.Mainboard,2.Stacking,airgap：0.3~1.0mm（recommend）,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Flicker-sensor,,,,,1.Mainboard,2.Stacking,胶套四周完全密封，开孔直径>= 2.0mm,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Flicker-sensor,,,,,1.Mainboard,2.Stacking,"EVT发板前完成仿真及结构调整,FOV>= 35度",适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,7.Sensor,Flicker-sensor,,,,,1.Mainboard,2.Stacking,ESD防护方式考虑,适用,熊胜男,EVB,熊胜男,Working,,
X:Pike,8.PCB,DFX,Shielding,,,,1.Mainboard,2.Stacking,屏蔽盖大小建议35mmx35mm以内，超过此尺寸需要和SMT一起评估SMT不良率，并接受部分点可能虚焊。建议尽量不超过40mm。,适用,陈银川,EVB,陈银川,Working,,
X:Pike,8.PCB,Stress,Placement,,,,1.Mainboard,2.Stacking,屏蔽盖之间缝隙的背面不能放置WLCSP器件,适用,陈银川,EVB,陈银川,Working,,
X:Pike,8.PCB,DFX,Shielding,,,,1.Mainboard,3.Placement,器件与屏蔽盖间距：器件距离屏蔽盖内侧---≥0.2mm；器件距离屏蔽盖外侧---≥0.2mm,废止,陈银川,EVB,陈银川,Working,,
X:Pike,8.PCB,DFX,Shielding,,,,1.Mainboard,4.Routing,屏蔽盖焊盘设计： <=宽度0.45mm ,适用,陈银川,EVB,陈银川,Working,,
X:Pike,8.PCB,DFX,Shielding,,,,1.Mainboard,4.Routing,屏蔽盖距离板边≥0.2mm,废止,陈银川,EVB,陈银川,Working,,
X:Pike,8.PCB,DFX,Shielding,,,,1.Mainboard,4.Routing,其他露铜（绿油开窗）距离屏蔽盖焊接≥0.4mm,适用,陈银川,EVB,陈银川,Working,,
